Date,Time,Booking_ID,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Driver_Not_Moving_Toward_Pickup,Driver_Asked_to_Cancel,AC_Not_Working,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Incomplete_Rides,Incomplete_Ride_Reason,Booking_Value_INR,Ride_Distance_km,Driver_Rating,Customer_Rating,Overall_Booking_Status
29-10-2025,01:53,CNR5943007505,CUST78954,Auto,Sarjapur Road,Electronic City,,,0,,No,No,No,1,Customer Sick/Coughing,0,,265.43,13.95,,,Cancelled by Driver
01-10-2025,18:43,CNR3597950337,CUST62671,Prime Plus,Ulsoor,Yelahanka,14.24,18.27,0,,No,No,No,0,,0,,457.34,6.52,4.8,4.3,Success
10-10-2025,06:11,CNR1203548943,CUST51728,Prime Plus,RT Nagar,Domlur,4.38,8.62,0,,No,No,No,0,,0,,196.68,15.06,4.1,3.1,Success
02-10-2025,09:09,CNR6762901373,CUST32998,eBike,Koramangala,HSR Sector 2,,,1,Change of Plans,No,No,No,0,,0,,129.68,17.98,,,Cancelled by Customer
19-10-2025,08:49,CNR1840355900,CUST49284,Mini,Peenya,Sarjapur Road,10.89,23.55,0,,Yes,No,No,0,,0,,276.75,16.82,3.2,4.2,Success
14-10-2025,06:52,CNR3130187119,CUST39460,Mini,Koramangala,Yelahanka,,,1,Wrong Address,Yes,No,No,0,,0,,551.78,5.59,,,Cancelled by Customer
03-10-2025,20:49,CNR1442266114,CUST68957,Prime SUV,Sanjay Nagar,Banaswadi,3.37,9.56,0,,No,No,No,0,,0,,1834.53,14.88,4.8,4.8,Success
23-10-2025,01:55,CNR6075527755,CUST72441,Mini,Kalyan Nagar,Bellandur,11.92,12.38,0,,No,No,No,0,,0,,402.2,9.51,3.2,4.2,Success
29-10-2025,00:39,CNR5423280763,CUST55502,Auto,Horamavu,Whitefield Main Road,13.31,7.29,0,,No,No,No,0,,0,,308.89,13.73,3.8,4.1,Success
24-10-2025,20:05,CNR5531544423,CUST60508,Auto,Rajajinagar,Mahadevapura,3.55,22.66,0,,No,No,No,0,,0,,722.29,5.66,3.4,3.9,Success
31-10-2025,21:47,CNR4799542554,CUST25736,Auto,Cox Town,Frazer Town,,,0,,No,No,No,1,Too Many People,0,,290.85,13.58,,,Cancelled by Driver
09-10-2025,14:14,CNR4926049778,CUST94576,Auto,Yelahanka,Kundalahalli,10.65,20.9,0,,No,No,No,0,,0,,950.13,12.46,3.5,3.6,Success
23-10-2025,03:24,CNR9428995899,CUST28405,Auto,Yeshwanthpur,Whitefield,14.21,18.75,0,,No,No,No,0,,0,,118.44,11.97,3.5,3.8,Success
08-10-2025,06:14,CNR3352624321,CUST31458,Auto,Brookefield,Jayanagar,14.47,8.53,0,,No,No,No,0,,0,,247.68,16.62,3.9,4.5,Success
11-10-2025,04:18,CNR1651459877,CUST28748,Mini,Sanjay Nagar,Nagawara,2.93,7.19,0,,No,No,No,0,,0,,199.03,4.7,4.4,3.2,Success
15-10-2025,20:14,CNR1497378082,CUST10792,Auto,HSR Layout,Ulsoor,,,1,Change of Plans,No,No,No,0,,0,,837.05,8.47,,,Cancelled by Customer
06-10-2025,00:42,CNR5001046873,CUST20021,Prime Plus,Lalbagh,Yeshwanthpur,11.69,6.39,0,,No,No,No,0,,0,,1269.91,18.08,3.2,4.6,Success
02-10-2025,16:41,CNR5727133056,CUST99756,Auto,Hebbal,Banaswadi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,900.24,16.82,,,Cancelled by Driver
01-10-2025,21:31,CNR2776414973,CUST13982,Auto,Koramangala 5th Block,Mahadevapura,,,0,,No,No,No,1,Customer Related Issue,0,,321.2,7.14,,,Cancelled by Driver
03-10-2025,05:19,CNR2240176932,CUST10521,Auto,Jayanagar,Banashankari,,,1,Wrong Address,No,No,No,0,,0,,255.36,3.62,,,Cancelled by Customer
25-10-2025,08:30,CNR1319428909,CUST69508,Mini,Banashankari,Richmond Town,10.56,13.98,0,,No,No,No,0,,0,,989.22,8.62,3.9,4.3,Success
29-10-2025,16:15,CNR6747910808,CUST14142,Prime Plus,Sanjay Nagar,Frazer Town,,,1,Change of Plans,No,No,No,0,,0,,175.61,4.84,,,Cancelled by Customer
23-10-2025,18:47,CNR5888583100,CUST50052,Prime Plus,Frazer Town,JP Nagar Phase 7,3.39,20.61,0,,No,No,Yes,0,,0,,486.74,17.33,4.5,3.9,Success
18-10-2025,00:59,CNR5286880182,CUST95749,eBike,Hebbal,MG Road,,,0,,No,No,No,1,Customer Related Issue,0,,117.45,11.45,,,Cancelled by Driver
14-10-2025,15:07,CNR8744742697,CUST50332,Prime SUV,HSR Layout,Vijayanagar,7.87,9.43,0,,No,No,No,0,,0,,485.82,4.73,4.6,4.7,Success
17-10-2025,04:05,CNR4195835811,CUST21453,Mini,KR Puram,Rajajinagar,6.3,24.73,0,,No,No,No,0,,0,,897.55,8.19,4.2,3.3,Success
02-10-2025,05:23,CNR7032676091,CUST73011,Mini,Hoskote,Mahadevapura,,,0,,No,No,No,1,Too Many People,0,,393.8,17.23,,,Cancelled by Driver
31-10-2025,15:39,CNR6227325856,CUST76661,Mini,Hoodi,Mahadevapura,,,0,,No,No,No,1,Personal Car Issue,0,,325.56,12.8,,,Cancelled by Driver
19-10-2025,17:37,CNR2312726704,CUST71785,Auto,Sanjay Nagar,KR Puram,,,0,,No,No,No,1,Customer Sick/Coughing,0,,343.09,8.62,,,Cancelled by Driver
30-10-2025,13:59,CNR8216863290,CUST71951,Mini,Hebbal,JP Nagar Phase 7,,,0,,No,No,No,1,Customer Sick/Coughing,0,,268.85,15.64,,,Cancelled by Driver
22-10-2025,19:04,CNR1165032786,CUST91757,Mini,Yelahanka,Whitefield Main Road,,,0,,Yes,No,No,1,Customer Related Issue,0,,148.2,7.05,,,Cancelled by Driver
28-10-2025,01:09,CNR9005970004,CUST80817,Prime Plus,Mahadevapura,Hoodi,,,0,,No,Yes,No,0,,1,Other Issue,117.33,5.13,,,Incomplete
09-10-2025,09:54,CNR7887379410,CUST78508,Prime Plus,Nagarbhavi,JP Nagar,,,0,,Yes,No,No,1,Customer Related Issue,0,,244.55,14.68,,,Cancelled by Driver
08-10-2025,03:36,CNR2795402048,CUST34231,Prime SUV,Brookefield,Marathahalli,7.06,5.83,0,,No,No,No,0,,0,,347.03,8.78,3.9,3.9,Success
10-10-2025,16:53,CNR9078746998,CUST34645,Prime SUV,JP Nagar Phase 7,Horamavu,8.57,10.23,0,,No,No,No,0,,0,,443.13,10.85,3.6,4.2,Success
09-10-2025,21:11,CNR6077071506,CUST47380,Mini,Bannerghatta Road,JP Nagar Phase 7,3.12,12.17,0,,No,No,Yes,0,,0,,412.47,18.66,3.9,4.5,Success
27-10-2025,15:48,CNR5435396991,CUST49537,Prime Plus,Sarjapur Road,HSR Sector 2,9.79,22.2,0,,No,No,No,0,,0,,348.43,1.2,3.4,4.7,Success
27-10-2025,05:17,CNR6734091213,CUST53560,eBike,Malleshwaram,Koramangala,11.1,21.15,0,,No,No,No,0,,0,,476.27,17.69,3.1,4,Success
08-10-2025,09:41,CNR4654811759,CUST80607,Mini,Koramangala,Kalyan Nagar,10.37,23.81,0,,No,No,Yes,0,,0,,154.15,9.97,3.3,4.7,Success
07-10-2025,19:23,CNR6971516149,CUST80830,Mini,Lalbagh,Mahadevapura,6.62,20.62,0,,No,No,No,0,,0,,301.71,2.89,4.7,3.9,Success
22-10-2025,05:02,CNR3978424549,CUST42917,Auto,Yeshwanthpur,Yelahanka,10.93,17.43,0,,No,No,No,0,,0,,440.03,14.35,3.4,4.1,Success
24-10-2025,14:24,CNR2286472177,CUST51862,Prime SUV,Basavanagudi,Malleshwaram,10.32,15.39,0,,No,Yes,No,0,,0,,152.51,9.25,4.5,4.5,Success
06-10-2025,18:37,CNR9483082618,CUST13618,Auto,Vijayanagar,Banaswadi,2.15,24.97,0,,No,No,No,0,,0,,876.58,13.35,3.8,3.5,Success
02-10-2025,20:52,CNR9784033512,CUST28806,Prime Plus,Brookefield,Kalyan Nagar,,,0,,No,No,No,1,Personal Car Issue,0,,216.62,11.37,,,Cancelled by Driver
29-10-2025,02:22,CNR2389121984,CUST16008,Prime Plus,Hebbal,Banaswadi,,,1,Wrong Address,No,No,No,0,,0,,605.52,19.6,,,Cancelled by Customer
09-10-2025,04:52,CNR2326934292,CUST47392,Auto,Banashankari,Lalbagh,3.94,7.76,0,,No,No,No,0,,0,,153.03,1.56,3.7,3.4,Success
09-10-2025,17:13,CNR9507747990,CUST59511,Auto,Brookefield,Whitefield,,,1,Wrong Address,No,No,No,0,,0,,225.14,5.09,,,Cancelled by Customer
19-10-2025,02:05,CNR7982594477,CUST18305,Prime SUV,Vijayanagar,Peenya,3.19,22.6,0,,No,No,No,0,,0,,138.62,13.57,4.1,3.3,Success
09-10-2025,18:29,CNR7762506286,CUST98724,Mini,Malleshwaram,Brookefield,,,1,Wrong Address,No,No,No,0,,0,,226.69,13.81,,,Cancelled by Customer
02-10-2025,15:32,CNR6243433559,CUST40617,Auto,Sanjay Nagar,Varthur,,,0,,No,No,No,1,Too Many People,0,,442.3,16.37,,,Cancelled by Driver
28-10-2025,18:22,CNR3721765282,CUST45044,Mini,Yeshwanthpur,Hoodi,3.77,17.95,0,,No,No,Yes,0,,0,,401.96,14.81,3.1,4.3,Success
30-10-2025,03:27,CNR4052864240,CUST92707,Auto,Hennur,Hoskote,,,0,,No,No,No,1,Customer Related Issue,0,,214.17,13.39,,,Cancelled by Driver
19-10-2025,12:22,CNR3880061374,CUST88605,Mini,Kundalahalli,Varthur,4.74,24.39,0,,No,No,No,0,,0,,271.24,16.07,4.9,3,Success
16-10-2025,01:59,CNR6798656944,CUST11762,Mini,Yelahanka,Basavanagudi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,367.66,1.54,,,Cancelled by Driver
30-10-2025,03:56,CNR7411996002,CUST66476,Prime SUV,Hoodi,Indiranagar,,,1,Wrong Address,No,No,No,0,,0,,181.38,18.17,,,Cancelled by Customer
22-10-2025,17:03,CNR7998318079,CUST23705,Prime Plus,Electronic City,Sarjapur Road,13.93,18.97,0,,No,No,No,0,,0,,186.56,10.17,3.1,4.1,Success
14-10-2025,01:23,CNR5563451352,CUST67403,Mini,Brookefield,Nagawara,13.59,17.79,0,,No,No,No,0,,0,,367.91,12.84,3.6,3.3,Success
20-10-2025,08:18,CNR6877693581,CUST40998,Auto,Sanjay Nagar,KR Puram,8.56,13.21,0,,No,No,No,0,,0,,500.57,17.12,3.4,4.9,Success
24-10-2025,00:48,CNR3251239894,CUST43755,Prime SUV,Cox Town,Hoodi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,107.47,11.56,,,Cancelled by Driver
01-10-2025,04:29,CNR2298941065,CUST58557,Mini,Hennur,JP Nagar,3.28,6.11,0,,No,No,No,0,,0,,125.84,18.28,4.8,4,Success
13-10-2025,14:24,CNR4819388706,CUST19498,Prime Plus,Cox Town,Sanjay Nagar,,,0,,No,No,No,1,Personal Car Issue,0,,184.54,15.69,,,Cancelled by Driver
22-10-2025,01:07,CNR8079081671,CUST74375,Auto,Rajajinagar,Kalyan Nagar,2.15,20.94,0,,No,No,No,0,,0,,284.71,8.07,3.6,4.9,Success
02-10-2025,21:55,CNR6781349207,CUST52706,Mini,HSR Layout,Horamavu,,,0,,No,No,No,1,Too Many People,0,,987.54,1.54,,,Cancelled by Driver
22-10-2025,04:14,CNR1807847127,CUST28267,Mini,Yelahanka,Richmond Town,13.26,16.38,0,,No,No,No,0,,0,,903.89,11.55,3.2,3,Success
14-10-2025,03:24,CNR3319553948,CUST69116,Auto,Horamavu,Bannerghatta Road,,,0,,No,No,No,0,,1,Customer Demand,902.76,7.24,,,Incomplete
01-10-2025,04:21,CNR8176092127,CUST90227,Auto,Bellandur,Hoodi,2.32,19.98,0,,No,No,No,0,,0,,921.48,4.34,4,4.7,Success
15-10-2025,15:23,CNR2328987097,CUST50309,Prime Plus,JP Nagar Phase 7,Electronic City,3.18,6.14,0,,No,No,No,0,,0,,252.25,18.13,3.4,3.8,Success
18-10-2025,02:01,CNR1398340943,CUST16816,Prime SUV,Ramamurthy Nagar,HSR Layout,,,0,,No,No,No,1,Customer Related Issue,0,,744.98,15.96,,,Cancelled by Driver
09-10-2025,01:01,CNR7827333162,CUST49995,Prime SUV,Yelahanka,Basavanagudi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,375.79,8.39,,,Cancelled by Driver
22-10-2025,06:24,CNR6004282899,CUST51359,Mini,Varthur,JP Nagar,,,0,,No,No,No,1,Too Many People,0,,101.29,16.92,,,Cancelled by Driver
08-10-2025,13:48,CNR6112302210,CUST54301,Auto,Brookefield,Electronic City,,,0,,No,No,No,1,Personal Car Issue,0,,529.84,17.6,,,Cancelled by Driver
07-10-2025,17:22,CNR2006710473,CUST47497,Prime SUV,BTM 2nd Stage,Domlur,,,1,Change of Plans,No,No,No,0,,0,,935.32,11.51,,,Cancelled by Customer
09-10-2025,15:55,CNR1262981274,CUST84060,Auto,Kadugodi,Horamavu,11.76,5.7,0,,No,No,No,0,,0,,292.04,6.9,3.6,3.7,Success
09-10-2025,09:15,CNR4240572362,CUST82559,Prime SUV,JP Nagar,Hoodi,,,0,,No,No,No,1,Customer Related Issue,0,,269.8,15.42,,,Cancelled by Driver
11-10-2025,18:49,CNR7751053711,CUST58232,Prime Plus,Hoodi,Whitefield,7.77,11.1,0,,No,No,No,0,,0,,463.25,2.89,3.6,4.3,Success
04-10-2025,15:41,CNR5392853158,CUST72966,Mini,Koramangala,Koramangala 5th Block,12.05,12.67,0,,No,No,No,0,,0,,266.62,9.18,3.9,4.1,Success
07-10-2025,07:35,CNR4824793958,CUST32068,Auto,Ramamurthy Nagar,Kalyan Nagar,3.27,10.1,0,,No,No,No,0,,0,,203.06,19.15,4.7,4.8,Success
21-10-2025,08:54,CNR2760279875,CUST11862,Auto,Frazer Town,Nagawara,13.66,11.63,0,,No,No,No,0,,0,,264.65,2.49,4,3.9,Success
07-10-2025,14:40,CNR2433659528,CUST74811,Prime Plus,Kalyan Nagar,JP Nagar Phase 7,13.4,16.15,0,,No,No,No,0,,0,,141.3,9.23,4.5,3.7,Success
04-10-2025,02:47,CNR5644667865,CUST40748,Auto,Horamavu,CV Raman Nagar,3.58,11.65,0,,No,No,No,0,,0,,396.67,17.82,4,3.1,Success
12-10-2025,22:34,CNR7293587949,CUST44168,Prime Plus,HSR Sector 2,Yelahanka,3.48,8.12,0,,No,No,No,0,,0,,914.29,5.56,3.1,3.5,Success
26-10-2025,08:51,CNR2192974888,CUST49398,eBike,KR Puram,Whitefield,,,1,Change of Plans,No,Yes,No,0,,0,,332.74,11.88,,,Cancelled by Customer
27-10-2025,11:32,CNR7676243901,CUST82309,Mini,Banaswadi,Frazer Town,,,0,,No,No,No,0,,1,Other Issue,211,17.77,,,Incomplete
27-10-2025,02:55,CNR6012084138,CUST33625,Prime Plus,BTM Layout,Yeshwanthpur,6.28,23.07,0,,No,No,No,0,,0,,456.02,19.78,4.2,4.8,Success
17-10-2025,12:14,CNR8696077441,CUST14691,Auto,Frazer Town,JP Nagar Phase 7,4.01,12.43,0,,No,No,No,0,,0,,304.54,3.92,3.1,3.9,Success
20-10-2025,01:59,CNR1441219918,CUST41920,Auto,Richmond Town,JP Nagar,8.7,11.68,0,,Yes,No,No,0,,0,,110.13,4.9,3.4,4.9,Success
31-10-2025,05:06,CNR4408958237,CUST37079,eBike,Hennur,Koramangala,6.78,20.88,0,,No,No,No,0,,0,,362.84,18.69,4.6,4.3,Success
29-10-2025,05:37,CNR5107694619,CUST80635,Prime Plus,Basavanagudi,Varthur,,,1,Change of Plans,No,No,No,0,,0,,295.23,13.33,,,Cancelled by Customer
26-10-2025,02:34,CNR7984982840,CUST23469,Prime Plus,Banaswadi,Brookefield,3.19,19.68,0,,No,Yes,No,0,,0,,443.17,8.21,3.6,3.5,Success
31-10-2025,05:12,CNR4342930905,CUST39583,Auto,Ramamurthy Nagar,Indiranagar,,,1,Change of Plans,No,No,No,0,,0,,123.23,17.8,,,Cancelled by Customer
03-10-2025,13:12,CNR6124728164,CUST79919,Mini,Sanjay Nagar,Richmond Town,,,0,,No,No,No,1,Customer Sick/Coughing,0,,150.67,4.48,,,Cancelled by Driver
09-10-2025,15:08,CNR9639902143,CUST19998,Mini,BTM 2nd Stage,Varthur,,,0,,No,No,Yes,1,Personal Car Issue,0,,412.54,16.91,,,Cancelled by Driver
05-10-2025,10:52,CNR1197574684,CUST48103,Prime Plus,Lalbagh,Brookefield,13.77,18.53,0,,No,No,No,0,,0,,411.87,4.11,4.1,4.3,Success
20-10-2025,03:05,CNR1970573813,CUST91287,eBike,Koramangala,Marathahalli,,,1,Change of Plans,No,No,No,0,,0,,818.77,10.39,,,Cancelled by Customer
16-10-2025,04:38,CNR1862750751,CUST65236,Prime SUV,Hebbal,BTM 2nd Stage,14.67,9.93,0,,No,No,No,0,,0,,230.24,2.27,3.2,4.3,Success
08-10-2025,21:33,CNR6387805072,CUST79658,eBike,Ramamurthy Nagar,Richmond Town,2.16,8.92,0,,Yes,No,No,0,,0,,214.65,1.92,5,3.4,Success
31-10-2025,01:47,CNR3944805722,CUST57003,Mini,BTM Layout,Frazer Town,,,0,,No,No,No,1,Customer Sick/Coughing,0,,649.03,5.54,,,Cancelled by Driver
21-10-2025,06:48,CNR8634856977,CUST85283,Prime SUV,Sarjapur Road,Nagawara,14.06,14.83,0,,No,No,No,0,,0,,108.49,10.47,4.3,3.4,Success
16-10-2025,23:05,CNR5168100852,CUST46690,Prime Plus,Hoodi,Kadugodi,9.36,21.56,0,,No,No,No,0,,0,,189.59,4.18,4,3.8,Success
19-10-2025,01:09,CNR2933736870,CUST87194,Mini,Banaswadi,Koramangala 5th Block,13.04,15.01,0,,No,No,No,0,,0,,548.89,12.95,4.3,4.7,Success
16-10-2025,12:09,CNR6509943602,CUST38352,Mini,Basavanagudi,Vijayanagar,2.58,6.3,0,,No,Yes,No,0,,0,,608.53,18.82,4,3.6,Success
18-10-2025,07:28,CNR2610523435,CUST72481,eBike,MG Road,Yeshwanthpur,11.08,24.18,0,,No,No,No,0,,0,,227.54,8.44,5,3.9,Success
15-10-2025,00:23,CNR7670761837,CUST79777,Prime Plus,Malleshwaram,Electronic City,,,0,,No,No,No,1,Customer Related Issue,0,,818.11,19.7,,,Cancelled by Driver
24-10-2025,01:24,CNR3916710500,CUST16478,Mini,Ramamurthy Nagar,Nagawara,7.25,5.01,0,,No,No,No,0,,0,,675.5,11.4,4.7,4.2,Success
28-10-2025,14:43,CNR2258114660,CUST18923,Prime Plus,Rajajinagar,Hebbal,3.88,6.42,0,,No,No,No,0,,0,,216.47,12.47,3.4,4.4,Success
18-10-2025,09:35,CNR3341253202,CUST45234,Auto,Malleshwaram,Banashankari,,,0,,No,No,No,0,,1,Customer Demand,181.54,1.02,,,Incomplete
14-10-2025,23:59,CNR2568247551,CUST97334,Prime SUV,Yeshwanthpur,HSR Layout,,,0,,No,No,No,1,Too Many People,0,,733.81,11.29,,,Cancelled by Driver
24-10-2025,05:43,CNR2352016309,CUST60292,Prime SUV,Sanjay Nagar,Richmond Town,7.27,9.95,0,,No,No,No,0,,0,,111.02,11.75,4.4,3.6,Success
16-10-2025,11:10,CNR8427828349,CUST69407,Mini,Banashankari,Hennur,9.31,24.14,0,,No,No,No,0,,0,,124.51,3.53,4.2,4.3,Success
05-10-2025,04:36,CNR5390150748,CUST25068,Prime Plus,Domlur,Nagawara,,,1,Wrong Address,No,No,No,0,,0,,225.79,11.15,,,Cancelled by Customer
08-10-2025,05:20,CNR1182437684,CUST49669,Prime Plus,Whitefield,Ulsoor,13.33,11.92,0,,No,No,No,0,,0,,325.39,7.96,3.8,3.8,Success
16-10-2025,09:54,CNR4041848185,CUST90410,Auto,Kadugodi,Frazer Town,10.02,8.52,0,,No,No,No,0,,0,,840.54,18.83,4.6,4.4,Success
21-10-2025,12:21,CNR6687679610,CUST52682,Auto,Vijayanagar,HSR Sector 2,7.92,12.59,0,,No,No,No,0,,0,,644.74,8.09,5,3.6,Success
01-10-2025,22:43,CNR9051065037,CUST65182,Mini,Yelahanka,Mahadevapura,,,0,,No,No,No,1,Too Many People,0,,555.86,9.21,,,Cancelled by Driver
28-10-2025,08:31,CNR6380250112,CUST97704,Auto,Ulsoor,HSR Sector 2,9.66,13.89,0,,No,No,No,0,,0,,308.54,7.85,4.2,4.1,Success
29-10-2025,12:14,CNR2544148557,CUST38826,Auto,Whitefield Main Road,Horamavu,14.32,5.49,0,,No,No,No,0,,0,,899.73,12.69,5,3.3,Success
11-10-2025,02:27,CNR7626022558,CUST50437,Auto,Mahadevapura,Hebbal,,,1,Change of Plans,No,No,No,0,,0,,485.27,8.68,,,Cancelled by Customer
30-10-2025,19:05,CNR4255738445,CUST23031,Prime Plus,Horamavu,Frazer Town,9.95,11.5,0,,No,No,No,0,,0,,288.42,19.1,4.4,4.5,Success
11-10-2025,09:23,CNR3474790998,CUST48145,Prime Plus,HSR Layout,BTM Layout,7.3,20.5,0,,No,No,No,0,,0,,884.45,1.2,3.2,4.3,Success
02-10-2025,11:57,CNR7206625801,CUST41068,Prime Plus,JP Nagar,Yelahanka,,,1,Change of Plans,No,No,No,0,,0,,464.05,10.17,,,Cancelled by Customer
30-10-2025,19:53,CNR1692868465,CUST18092,Prime SUV,Richmond Town,Yelahanka,,,0,,No,No,No,1,Customer Related Issue,0,,597.98,17.66,,,Cancelled by Driver
22-10-2025,01:13,CNR7807287212,CUST83093,Prime SUV,Electronic City,Lalbagh,,,0,,No,No,No,0,,1,Other Issue,682.87,6.48,,,Incomplete
19-10-2025,12:21,CNR4349097887,CUST83923,Auto,Whitefield,Banashankari,8.28,19.27,0,,No,No,No,0,,0,,382.31,11.89,3.9,4.4,Success
24-10-2025,07:22,CNR1766948192,CUST99082,Prime SUV,BTM 2nd Stage,Marathahalli,,,0,,No,No,No,1,Customer Related Issue,0,,845.86,7.31,,,Cancelled by Driver
05-10-2025,23:59,CNR5928034853,CUST83665,Auto,Indiranagar,Yeshwanthpur,,,0,,Yes,No,No,0,,1,Customer Demand,732.79,6.09,,,Incomplete
03-10-2025,09:10,CNR5093077580,CUST86078,Prime Plus,Kundalahalli,Koramangala,,,0,,No,Yes,No,0,,1,Customer Demand,862.58,3.13,,,Incomplete
28-10-2025,06:28,CNR2182864822,CUST41809,eBike,Indiranagar,Vijayanagar,,,1,Change of Plans,No,No,No,0,,0,,387.31,1.95,,,Cancelled by Customer
26-10-2025,05:16,CNR3904598362,CUST11674,Mini,Horamavu,CV Raman Nagar,12.23,21.56,0,,No,No,No,0,,0,,318.85,5.58,3.5,4.1,Success
23-10-2025,13:27,CNR2548479771,CUST22917,Auto,Yelahanka,Yeshwanthpur,14.26,17.29,0,,No,No,No,0,,0,,868.32,4.54,3.2,3.5,Success
30-10-2025,14:55,CNR4055631533,CUST27812,eBike,Lalbagh,Kalyan Nagar,12.59,20.5,0,,No,No,No,0,,0,,275.98,18.64,3.9,3.1,Success
08-10-2025,12:47,CNR4681196313,CUST50550,Mini,Hebbal,Whitefield Main Road,9.1,24.21,0,,No,No,No,0,,0,,493.92,11.7,4.8,4.5,Success
04-10-2025,04:10,CNR8459125132,CUST38708,Prime SUV,Whitefield,Marathahalli,8.53,13.17,0,,Yes,No,No,0,,0,,1085.28,3.19,4.2,3.8,Success
29-10-2025,13:58,CNR7508703629,CUST40886,Prime SUV,Whitefield Main Road,Kundalahalli,7.14,22.6,0,,Yes,No,No,0,,0,,126.7,12.95,3.3,3.5,Success
13-10-2025,22:30,CNR3855986783,CUST98460,Prime SUV,Hoodi,Domlur,3.06,20.46,0,,No,No,No,0,,0,,830.64,19.02,4.9,3.3,Success
27-10-2025,12:04,CNR1679669638,CUST94708,Prime Plus,Jayanagar,Basavanagudi,,,1,Wrong Address,No,No,No,0,,0,,283.92,9.22,,,Cancelled by Customer
25-10-2025,15:19,CNR1084764870,CUST81076,Mini,Cox Town,JP Nagar Phase 7,9.08,13.46,0,,No,No,No,0,,0,,332.5,4.38,3.2,4.8,Success
22-10-2025,20:28,CNR2172769954,CUST53698,Prime SUV,Horamavu,Brookefield,7.84,17.21,0,,No,No,No,0,,0,,177.27,11.38,4.2,3.3,Success
14-10-2025,18:00,CNR6960783691,CUST30916,Auto,Peenya,KR Puram,,,0,,No,No,No,1,Too Many People,0,,428.17,3.93,,,Cancelled by Driver
01-10-2025,08:51,CNR7914546854,CUST12359,eBike,Bannerghatta Road,Yelahanka,14.98,18.14,0,,No,No,No,0,,0,,391.05,3.21,3.5,3.9,Success
05-10-2025,11:48,CNR4883121893,CUST76521,Auto,Koramangala,Peenya,,,0,,No,No,No,1,Customer Sick/Coughing,0,,292.68,4.82,,,Cancelled by Driver
21-10-2025,10:10,CNR2375571928,CUST34758,Prime SUV,RT Nagar,Hebbal,14.95,23.04,0,,No,No,No,0,,0,,867.88,4.2,4.7,5,Success
07-10-2025,04:18,CNR8061460960,CUST67933,Auto,Kadugodi,Sarjapur Road,7.31,24.91,0,,No,No,No,0,,0,,469.22,16.98,3.7,5,Success
23-10-2025,23:48,CNR9336712839,CUST13278,Mini,KR Puram,Rajajinagar,,,0,,No,No,No,1,Customer Related Issue,0,,233.55,9.32,,,Cancelled by Driver
06-10-2025,05:44,CNR7791324340,CUST61555,Mini,Nagarbhavi,Kalyan Nagar,,,1,Change of Plans,No,No,No,0,,0,,388.95,15.96,,,Cancelled by Customer
15-10-2025,01:23,CNR3622075292,CUST99425,Prime Plus,Varthur,Bellandur,12.79,12.42,0,,No,No,No,0,,0,,465.84,16.13,3,4.4,Success
15-10-2025,19:50,CNR6857872389,CUST45850,Mini,Koramangala,Banashankari,7.61,10.72,0,,No,No,No,0,,0,,356.63,9.68,4.8,4.2,Success
08-10-2025,13:16,CNR6189382688,CUST18847,Auto,Hoodi,HSR Layout,,,0,,No,No,No,1,Personal Car Issue,0,,821.99,4.87,,,Cancelled by Driver
02-10-2025,04:23,CNR8979965288,CUST92474,Auto,Bellandur,Horamavu,4.49,24.43,0,,Yes,No,No,0,,0,,614.53,19.28,3.6,4.6,Success
14-10-2025,09:38,CNR8089290662,CUST96038,Auto,Malleshwaram,Hoskote,,,1,Wrong Address,No,No,No,0,,0,,127.68,1.23,,,Cancelled by Customer
29-10-2025,14:34,CNR6195577304,CUST57348,Mini,Horamavu,Vijayanagar,8.53,5.4,0,,No,No,No,0,,0,,1977.07,15.46,3.4,3.1,Success
16-10-2025,01:24,CNR3189265808,CUST26449,Auto,Hoodi,Brookefield,,,0,,No,No,No,0,,1,Vehicle Breakdown,496.86,7.09,,,Incomplete
29-10-2025,08:14,CNR4882611748,CUST17414,Prime SUV,Yeshwanthpur,Marathahalli,,,0,,No,No,No,1,Customer Related Issue,0,,824.04,19.54,,,Cancelled by Driver
23-10-2025,15:05,CNR8150878931,CUST36898,Auto,Nagawara,Koramangala 5th Block,3.14,8.3,0,,No,No,No,0,,0,,431.33,10.25,4.7,5,Success
10-10-2025,19:53,CNR9296050613,CUST81383,Mini,RT Nagar,Jayanagar,9.71,17.82,0,,No,No,No,0,,0,,209.73,8.53,3.4,3.1,Success
15-10-2025,20:59,CNR9723253875,CUST95707,Prime Plus,Brookefield,Kalyan Nagar,,,0,,No,No,No,1,Personal Car Issue,0,,280.75,14.2,,,Cancelled by Driver
23-10-2025,12:02,CNR6419679808,CUST95240,Mini,Kadugodi,Domlur,2.47,12.96,0,,No,No,No,0,,0,,710.91,12.76,4.9,3.1,Success
